Autoenc1,Autoenc2,Churn,Cluster
7.666964,2.0034914,0,0
7.1357155,1.7795436,0,0
9.154459,2.6305454,0,0
9.04821,2.5857558,0,0
8.977377,2.5558963,0,0
7.5607147,1.9587021,0,0
8.684586,1.1410303,0,0
9.04821,2.5857558,0,0
8.871127,2.5111065,0,0
8.375093,1.4916039,0,0
6.6044674,1.5555959,0,0
8.94196,2.5409663,0,0
9.614673,2.0141485,0,0
8.694044,2.4364574,0,0
8.729461,2.4513872,0,0
9.43759,1.9394994,0,0
0.0,0.0,1,3
7.702178,1.2079363,0,0
8.339879,2.2871587,0,0
6.8169665,1.645175,0,0
6.533634,1.5257359,0,0
8.694044,2.4364574,0,0
8.906544,2.5260365,0,0
7.4898815,1.9288423,0,0
9.083626,2.6006856,0,0
8.162796,2.2125096,0,0
8.977377,2.5558963,0,0
0.0,0.0,1,3
8.94196,2.5409663,0,0
8.339879,2.2871587,0,0
0.0,0.0,1,3
9.508423,1.9693589,0,0
8.800294,2.481247,0,0
7.6315475,1.9885616,0,0
8.800092,1.6707621,0,0
8.764877,2.4663172,0,0
9.154257,1.8200603,0,0
8.871127,2.5111065,0,0
9.109383,0.0,0,0
6.9232163,1.6899643,0,0
8.162796,2.2125096,0,0
8.543795,0.63437843,0,0
9.119043,2.6156156,0,0
8.375296,2.3020887,0,0
7.4898815,1.9288423,0,0
0.0,0.0,1,3
8.339879,2.2871587,0,0
8.800294,2.481247,0,0
9.04821,2.5857558,0,0
7.454465,1.9139123,0,0
8.871127,2.5111065,0,0
10.878645,0.0,0,0
8.764877,2.4663172,0,0
5.797625,0.0,0,0
8.977377,2.5558963,0,0
8.198213,2.2274394,0,0
7.7732134,2.0482812,0,0
9.04821,2.5857558,0,0
9.43759,1.9394994,0,0
5.825303,1.227139,0,0
9.012794,2.570826,0,0
8.94196,2.5409663,0,0
8.587794,2.3916678,0,0
8.233629,2.2423692,0,0
8.339879,2.2871587,0,0
8.989821,0.0,0,0
9.154459,2.6305454,0,0
9.119043,2.6156156,0,0
8.410711,2.3170185,0,0
0.0,0.0,1,3
6.6936984,1.0727458,0,0
9.154459,2.6305454,0,0
8.977377,2.5558963,0,0
9.083626,2.6006856,0,0
8.800294,2.481247,0,0
8.94196,2.5409663,0,0
8.558534,0.0,0,0
8.977377,2.5558963,0,0
8.694044,2.4364574,0,0
8.02113,2.15279,0,0
9.119043,2.6156156,0,0
7.4190483,1.8989825,0,0
9.366756,1.9096394,0,0
6.037802,1.3167181,0,0
0.0,0.0,1,3
8.27035,0.03417778,0,0
11.288813,0.0,0,0
8.871127,2.5111065,0,0
8.835508,1.6856918,0,0
7.4898815,1.9288423,0,0
9.11884,1.8051305,0,0
7.80863,2.063211,0,0
9.543839,1.9842887,0,0
9.154459,2.6305454,0,0
8.451437,0.0,0,0
8.587794,2.3916678,0,0
8.6586275,2.4215274,0,0
7.80863,2.063211,0,0
9.189673,1.8349903,0,0
9.04821,2.5857558,0,0
8.6586275,2.4215274,0,0
8.198213,2.2274394,0,0
9.159592,0.39305305,0,0
9.119043,2.6156156,0,0
9.154459,2.6305454,0,0
7.2065487,1.8094034,0,0
0.0,0.0,1,3
7.879463,2.0930705,0,0
8.906544,2.5260365,0,0
4.5613914,0.0,0,3
9.04821,2.5857558,0,0
9.154459,2.6305454,0,0
9.012794,2.570826,0,0
8.269046,2.257299,0,0
0.0,0.0,1,3
8.694044,2.4364574,0,0
7.7732134,2.0482812,0,0
8.835711,2.4961767,0,0
9.366756,1.9096394,0,0
8.94196,2.5409663,0,0
9.154257,1.8200603,0,0
8.4815445,2.346878,0,0
8.800294,2.481247,0,0
8.410711,2.3170185,0,0
8.6586275,2.4215274,0,0
8.127379,2.1975796,0,0
8.4815445,2.346878,0,0
8.764877,2.4663172,0,0
9.11884,1.8051305,0,0
9.012794,2.570826,0,0
9.119043,2.6156156,0,0
8.269046,2.257299,0,0
9.508423,1.9693589,0,0
8.126556,0.0,0,0
8.764877,2.4663172,0,0
9.04821,2.5857558,0,0
9.366756,1.9096394,0,0
8.4815445,2.346878,0,0
9.04821,2.5857558,0,0
8.658425,1.6110425,0,0
9.04821,2.5857558,0,0
11.923885,0.0,0,0
0.0,0.0,1,3
8.729461,2.4513872,0,0
9.11884,1.8051305,0,0
8.694044,2.4364574,0,0
8.906544,2.5260365,0,0
9.083626,2.6006856,0,0
8.516962,2.361808,0,0
8.198213,2.2274394,0,0
8.446129,2.3319483,0,0
8.587794,2.3916678,0,0
9.154459,2.6305454,0,0
8.056546,2.1677198,0,0
8.398863,0.7348008,0,0
8.906544,2.5260365,0,0
9.119043,2.6156156,0,0
8.764877,2.4663172,0,0
8.162796,2.2125096,0,0
9.402173,1.9245694,0,0
8.491927,0.0,0,0
7.528589,0.60048294,0,0
8.198213,2.2274394,0,0
0.0,0.0,1,3
7.80863,2.063211,0,0
8.694044,2.4364574,0,0
8.446129,2.3319483,0,0
9.508423,1.9693589,0,0
8.764877,2.4663172,0,0
8.94196,2.5409663,0,0
8.94196,2.5409663,0,0
9.083626,2.6006856,0,0
8.7197075,0.56553745,0,0
8.977377,2.5558963,0,0
0.0,0.0,1,3
8.6586275,2.4215274,0,0
9.083626,2.6006856,0,0
9.473006,1.9544291,0,0
8.6586275,2.4215274,0,0
8.375296,2.3020887,0,0
9.04821,2.5857558,0,0
8.94196,2.5409663,0,0
8.304462,2.272229,0,0
8.871127,2.5111065,0,0
8.835711,2.4961767,0,0
6.7367296,0.0,0,0
7.1538534,0.084756374,0,0
8.317226,1.9285476,0,0
9.366756,1.9096394,0,0
8.764877,2.4663172,0,0
8.198213,2.2274394,0,0
7.6315475,1.9885616,0,0
8.977377,2.5558963,0,0
0.8901653,0.0,0,3
7.80863,2.063211,0,0
8.341449,0.9503298,0,0
8.446129,2.3319483,0,0
0.0,0.0,1,3
8.623211,2.4065976,0,0
7.596131,1.9736319,0,0
9.083626,2.6006856,0,0
8.835711,2.4961767,0,0
9.154459,2.6305454,0,0
8.304462,2.272229,0,0
8.304462,2.272229,0,0
9.083626,2.6006856,0,0
8.233629,2.2423692,0,0
8.906544,2.5260365,0,0
8.410711,2.3170185,0,0
8.977377,2.5558963,0,0
8.906544,2.5260365,0,0
9.04821,2.5857558,0,0
9.083626,2.6006856,0,0
7.7732134,2.0482812,0,0
0.0,0.0,1,3
9.012794,2.570826,0,0
8.94196,2.5409663,0,0
8.162796,2.2125096,0,0
9.154459,2.6305454,0,0
8.977377,2.5558963,0,0
9.012794,2.570826,0,0
9.012794,2.570826,0,0
8.162796,2.2125096,0,0
9.083424,1.7902007,0,0
8.410711,2.3170185,0,0
8.710094,0.0,0,0
9.048008,1.7752709,0,0
9.119043,2.6156156,0,0
9.33134,1.8947096,0,0
8.941757,1.7304811,0,0
9.119043,2.6156156,0,0
8.375296,2.3020887,0,0
8.906544,2.5260365,0,0
6.639884,1.5705256,0,0
8.835711,2.4961767,0,0
8.800294,2.481247,0,0
7.985511,1.3273754,0,0
7.91488,2.1080005,0,0
8.977377,2.5558963,0,0
7.666964,2.0034914,0,0
7.666964,2.0034914,0,0
8.729461,2.4513872,0,0
9.119043,2.6156156,0,0
9.119043,2.6156156,0,0
6.391968,1.4660168,0,0
7.7732134,2.0482812,0,0
9.04821,2.5857558,0,0
8.587794,2.3916678,0,0
9.119043,2.6156156,0,0
8.764877,2.4663172,0,0
9.154459,2.6305454,0,0
8.977377,2.5558963,0,0
8.977377,2.5558963,0,0
8.800294,2.481247,0,0
7.80863,2.063211,0,0
5.5562935,0.4624052,0,0
9.04821,2.5857558,0,0
9.154459,2.6305454,0,0
8.162796,2.2125096,0,0
9.083424,1.7902007,0,0
9.04821,2.5857558,0,0
8.304462,2.272229,0,0
8.410509,1.5065336,0,0
8.977377,2.5558963,0,0
8.339879,2.2871587,0,0
9.154459,2.6305454,0,0
8.623211,2.4065976,0,0
7.8015413,0.31524372,0,0
7.985713,2.1378603,0,0
8.623211,2.4065976,0,0
0.0,0.0,1,3
8.4815445,2.346878,0,0
9.473006,1.9544291,0,0
7.985713,2.1378603,0,0
8.233629,2.2423692,0,0
0.0,0.0,1,3
8.162796,2.2125096,0,0
8.835711,2.4961767,0,0
8.764877,2.4663172,0,0
6.8169665,1.645175,0,0
6.3819885,0.172544,0,0
8.6586275,2.4215274,0,0
10.334171,0.0,0,0
8.800294,2.481247,0,0
9.083626,2.6006856,0,0
7.80863,2.063211,0,0
9.119043,2.6156156,0,0
9.119043,2.6156156,0,0
11.810241,0.0,0,0
7.5224156,0.32789326,0,0
2.3190637,0.0,0,3
7.7148304,0.04922247,0,0
7.9461145,1.1034575,0,0
9.74963,0.0,0,0
8.835711,2.4961767,0,0
8.587795,2.3916678,0,0
8.233629,2.2423692,0,0
8.198213,2.2274394,0,0
5.6128035,1.1375599,0,0
7.985713,2.1378603,0,0
9.064576,0.0,0,0
8.6586275,2.4215274,0,0
9.012794,2.570826,0,0
8.906544,2.5260365,0,0
8.587794,2.3916678,0,0
9.119043,2.6156156,0,0
9.154257,1.8200603,0,0
8.587794,2.3916678,0,0
7.171132,1.7944736,0,0
8.096312,0.0,0,0
8.729461,2.4513872,0,0
7.666964,2.0034914,0,0
8.010789,1.747963,0,0
8.977377,2.5558963,0,0
7.9502964,2.1229305,0,0
9.083626,2.6006856,0,0
10.863729,0.0,0,0
0.0,0.0,1,3
9.04821,2.5857558,0,0
8.339879,2.2871587,0,0
7.546179,1.5696225,0,0
8.906544,2.5260365,0,0
8.587794,2.3916678,0,0
8.269046,2.257299,0,0
8.694044,2.4364574,0,0
9.04821,2.5857558,0,0
9.657416,0.0,0,0
9.189674,1.8349903,0,0
6.285718,1.4212275,0,0
9.154459,2.6305454,0,0
9.154459,2.6305454,0,0
9.426031,0.0,0,0
7.3127985,1.854193,0,0
7.7023807,2.0184214,0,0
8.339879,2.2871587,0,0
8.871127,2.5111065,0,0
8.729461,2.4513872,0,0
0.0,0.0,1,3
8.906544,2.5260365,0,0
8.623211,2.4065976,0,0
9.33134,1.8947096,0,0
9.154459,2.6305454,0,0
8.800294,2.481247,0,0
8.258139,0.6715455,0,0
8.623211,2.4065976,0,0
8.4815445,2.346878,0,0
9.366756,1.9096394,0,0
8.410711,2.3170185,0,0
0.0,0.0,1,3
9.154459,2.6305454,0,0
8.410711,2.3170185,0,0
8.552378,2.3767378,0,0
8.587794,2.3916678,0,0
9.279652,0.0,0,0
8.694044,2.4364574,0,0
8.694044,2.4364574,0,0
9.189673,1.8349903,0,0
8.623211,2.4065976,0,0
8.94196,2.5409663,0,0
8.764877,2.4663172,0,0
7.2385626,1.2455807,0,0
7.0648823,1.7496839,0,0
9.012794,2.570826,0,0
8.800294,2.481247,0,0
8.800294,2.481247,0,0
9.154459,2.6305454,0,0
9.04821,2.5857558,0,0
7.454465,1.9139123,0,0
9.083626,2.6006856,0,0
8.269046,2.257299,0,0
7.985713,2.1378603,0,0
8.339879,2.2871587,0,0
8.481223,1.1650343,0,0
10.201895,0.0,0,0
5.226231,0.0,0,0
8.435692,0.0,0,0
7.3127985,1.854193,0,0
9.473006,1.9544291,0,0
0.0,0.0,1,3
8.339879,2.2871587,0,0
8.895347,0.0,0,0
9.012794,2.570826,0,0
6.3508224,0.58530235,0,0
8.871127,2.5111065,0,0
8.764877,2.4663172,0,0
8.02113,2.15279,0,0
9.22509,1.84992,0,0
8.977377,2.5558963,0,0
7.666964,2.0034914,0,0
8.871127,2.5111065,0,0
8.977377,2.5558963,0,0
8.977377,2.5558963,0,0
9.119043,2.6156156,0,0
8.4815445,2.346878,0,0
8.6586275,2.4215274,0,0
7.7377973,2.0333512,0,0
9.083626,2.6006856,0,0
9.650089,2.0290785,0,0
8.977377,2.5558963,0,0
6.698184,0.76014423,0,0
8.94196,2.5409663,0,0
0.0,0.0,1,3
8.516962,2.361808,0,0
8.6586275,2.4215274,0,0
0.0,0.0,1,3
9.012794,2.570826,0,0
8.694044,2.4364574,0,0
8.339879,2.2871587,0,0
8.516962,2.361808,0,0
8.729461,2.4513872,0,0
8.906544,2.5260365,0,0
8.02113,2.15279,0,0
6.495416,0.63403225,0,0
9.119043,2.6156156,0,0
7.6982155,0.5552416,0,0
9.22509,1.84992,0,0
7.454465,1.9139123,0,0
6.85083,1.2222905,0,0
7.879463,2.0930705,0,0
7.7377973,2.0333512,0,0
9.119043,2.6156156,0,0
8.516962,2.361808,0,0
8.906544,2.5260365,0,0
8.056546,2.1677198,0,0
8.977377,2.5558963,0,0
8.94196,2.5409663,0,0
8.764877,2.4663172,0,0
7.6150537,1.3110704,0,0
7.80863,2.063211,0,0
10.349183,0.0,0,0
8.4815445,2.346878,0,0
9.260507,1.86485,0,0
9.048008,1.7752709,0,0
9.905294,0.0,0,0
8.977377,2.5558963,0,0
10.65642,0.0,0,0
8.6586275,2.4215274,0,0
9.08238,0.0,0,0
8.233629,2.2423692,0,0
8.6586275,2.4215274,0,0
0.0,0.0,1,3
8.835711,2.4961767,0,0
9.083626,2.6006856,0,0
8.6586275,2.4215274,0,0
8.4815445,2.346878,0,0
8.552378,2.3767378,0,0
4.8411856,0.33712864,0,0
7.348215,1.869123,0,0
8.835711,2.4961767,0,0
6.0963874,0.9489107,0,0
8.658425,1.6110425,0,0
8.4815445,2.346878,0,0
8.764877,2.4663172,0,0
6.5980587,0.0,0,0
8.198213,2.2274394,0,0
8.706358,0.7635355,0,0
8.906544,2.5260365,0,0
9.508423,1.9693589,0,0
8.623009,1.5961123,0,0
9.136086,0.0,0,0
8.764877,2.4663172,0,0
8.94196,2.5409663,0,0
9.012794,2.570826,0,0
8.587794,2.3916678,0,0
7.666964,2.0034914,0,0
9.119043,2.6156156,0,0
8.764877,2.4663172,0,0
8.764877,2.4663172,0,0
8.269046,2.257299,0,0
9.43759,1.9394994,0,0
8.587794,2.3916678,0,0
8.587794,2.3916678,0,0
7.0264044,0.26742935,0,0
8.800294,2.481247,0,0
9.119043,2.6156156,0,0
0.0,0.0,0,3
9.543839,1.9842887,0,0
9.473006,1.9544291,0,0
9.180388,0.0,0,0
9.04821,2.5857558,0,0
9.154459,2.6305454,0,0
9.119043,2.6156156,0,0
11.007767,0.0,0,0
8.94196,2.5409663,0,0
9.473006,1.9544291,0,0
8.1980095,1.416954,0,0
7.8535295,0.0,0,0
8.94196,2.5409663,0,0
9.012794,2.570826,0,0
9.495824,0.0,0,0
9.083626,2.6006856,0,0
8.906342,1.7155514,0,0
9.508423,1.9693589,0,0
8.977377,2.5558963,0,0
8.375296,2.3020887,0,0
9.119043,2.6156156,0,0
9.012794,2.570826,0,0
8.871127,2.5111065,0,0
9.119043,2.6156156,0,0
8.977377,2.5558963,0,0
9.04821,2.5857558,0,0
7.4190483,1.8989825,0,0
8.056546,2.1677198,0,0
8.764877,2.4663172,0,0
7.992169,0.0,0,0
8.800294,2.481247,0,0
7.7732134,2.0482812,0,0
9.083626,2.6006856,0,0
9.083626,2.6006856,0,0
9.154257,1.8200603,0,0
7.8440466,2.0781407,0,0
9.22509,1.84992,0,0
8.623211,2.4065976,0,0
7.9459386,1.5477629,0,0
8.162796,2.2125096,0,0
9.119043,2.6156156,0,0
8.446129,2.3319483,0,0
9.012794,2.570826,0,0
6.8169665,1.645175,0,0
8.091963,2.1826496,0,0
7.9502964,2.1229305,0,0
8.78711,0.9800844,0,0
8.4815445,2.346878,0,0
8.977377,2.5558963,0,0
8.170904,0.0,0,0
8.6586275,2.4215274,0,0
8.6586275,2.4215274,0,0
8.375296,2.3020887,0,0
9.154459,2.6305454,0,0
7.4524283,0.0,0,0
8.020927,1.3423052,0,0
7.666964,2.0034914,0,0
9.119043,2.6156156,0,0
8.5043545,0.78243446,0,0
10.580959,0.0,0,0
8.056546,2.1677198,0,0
9.295923,1.8797798,0,0
8.4815445,2.346878,0,0
8.977377,2.5558963,0,0
12.156752,0.0,0,0
9.119043,2.6156156,0,0
9.119043,2.6156156,0,0
6.5688486,0.73018074,0,0
8.800294,2.481247,0,0
6.462801,1.4958763,0,0
9.402173,1.9245694,0,0
0.0,0.0,1,3
7.7732134,2.0482812,0,0
8.091963,2.1826496,0,0
7.879463,2.0930705,0,0
9.012794,2.570826,0,0
8.403019,0.71920156,0,0
8.277874,0.0,0,0
10.176458,0.0,0,0
8.446129,2.3319483,0,0
8.977377,2.5558963,0,0
9.154459,2.6305454,0,0
7.4898815,1.9288423,0,0
9.543839,1.9842887,0,0
4.5018506,0.0,0,3
9.012794,2.570826,0,0
8.516962,2.361808,0,0
9.473006,1.9544291,0,0
9.04821,2.5857558,0,0
8.375296,2.3020887,0,0
7.4898815,1.9288423,0,0
8.269046,2.257299,0,0
8.906544,2.5260365,0,0
7.892273,0.5661688,0,0
8.800294,2.481247,0,0
10.36853,0.0,0,0
0.0,0.0,1,3
8.552378,2.3767378,0,0
8.835711,2.4961767,0,0
8.694044,2.4364574,0,0
10.777346,0.0,0,0
8.339879,2.2871587,0,0
12.21752,0.0,0,0
9.43759,1.9394994,0,0
7.5672283,1.3427229,0,0
6.752469,1.0000043,0,0
9.154459,2.6305454,0,0
9.119043,2.6156156,0,0
8.835711,2.4961767,0,0
9.579256,1.9992187,0,0
8.906544,2.5260365,0,0
6.7461333,1.6153154,0,0
8.906544,2.5260365,0,0
8.764877,2.4663172,0,0
8.729461,2.4513872,0,0
6.9232163,1.6899643,0,0
9.012794,2.570826,0,0
8.587794,2.3916678,0,0
8.339879,2.2871587,0,0
8.162796,2.2125096,0,0
8.304462,2.272229,0,0
8.941757,1.7304811,0,0
5.010722,0.88375235,0,0
7.8440466,2.0781407,0,0
8.94196,2.5409663,0,0
9.154459,2.6305454,0,0
8.6586275,2.4215274,0,0
0.0,0.0,1,3
8.94196,2.5409663,0,0
8.050179,1.7479773,0,0
7.560512,1.1482172,0,0
0.0,0.0,1,3
9.22509,1.84992,0,0
9.012794,2.570826,0,0
9.04821,2.5857558,0,0
9.366756,1.9096394,0,0
8.02113,2.15279,0,0
9.782815,0.0,0,0
8.375296,2.3020887,0,0
8.800294,2.481247,0,0
0.0,0.0,1,3
8.516962,2.361808,0,0
8.886015,0.0,0,0
0.0,0.0,1,3
9.366756,1.9096394,0,0
7.7267,1.4834828,0,0
9.43759,1.9394994,0,0
7.7377973,2.0333512,0,0
9.154459,2.6305454,0,0
5.7898865,1.2122092,0,0
9.04821,2.5857558,0,0
10.374096,0.0,0,0
11.102816,0.0,0,0
9.083626,2.6006856,0,0
8.729461,2.4513872,0,0
9.154459,2.6305454,0,0
9.012794,2.570826,0,0
9.366756,1.9096394,0,0
8.764877,2.4663172,0,0
8.552378,2.3767378,0,0
8.6586275,2.4215274,0,0
6.9648623,0.942101,0,0
6.710717,1.6003857,0,0
